LOCATION,INDICATOR,SUBJECT,MEASURE,TIME,Value,YEAR,MONTH
CAN,HUR,WOMEN,PC_LF,2020-01,5.3,2020,1
CAN,HUR,WOMEN,PC_LF,2020-02,5.3,2020,2
CAN,HUR,WOMEN,PC_LF,2020-03,8.7,2020,3
CAN,HUR,WOMEN,PC_LF,2020-04,13.4,2020,4
CAN,HUR,WOMEN,PC_LF,2020-05,14.0,2020,5
CAN,HUR,WOMEN,PC_LF,2020-06,12.7,2020,6
CAN,HUR,WOMEN,PC_LF,2020-07,10.4,2020,7
CAN,HUR,WOMEN,PC_LF,2020-08,9.5,2020,8
CAN,HUR,WOMEN,PC_LF,2020-09,8.5,2020,9
CAN,HUR,WOMEN,PC_LF,2020-10,8.5,2020,10
CHL,HUR,WOMEN,PC_LF,2020-01,8.848982,2020,1
CHL,HUR,WOMEN,PC_LF,2020-02,9.137551,2020,2
CHL,HUR,WOMEN,PC_LF,2020-03,9.60645,2020,3
CHL,HUR,WOMEN,PC_LF,2020-04,10.83702,2020,4
CHL,HUR,WOMEN,PC_LF,2020-05,11.476,2020,5
CHL,HUR,WOMEN,PC_LF,2020-06,12.11181,2020,6
CHL,HUR,WOMEN,PC_LF,2020-07,11.9247,2020,7
CHL,HUR,WOMEN,PC_LF,2020-08,11.63326,2020,8
CHL,HUR,WOMEN,PC_LF,2020-09,11.47171,2020,9
ISR,HUR,MEN,PC_LF,2020-01,3.471664,2020,1
ISR,HUR,MEN,PC_LF,2020-02,3.055623,2020,2
ISR,HUR,MEN,PC_LF,2020-03,3.719643,2020,3
ISR,HUR,MEN,PC_LF,2020-04,4.014578,2020,4
ISR,HUR,MEN,PC_LF,2020-05,4.473848,2020,5
ISR,HUR,MEN,PC_LF,2020-06,4.9801,2020,6
ISR,HUR,MEN,PC_LF,2020-07,4.945076,2020,7
ISR,HUR,MEN,PC_LF,2020-08,5.217221,2020,8
ISR,HUR,MEN,PC_LF,2020-09,5.06386,2020,9
ISR,HUR,MEN,PC_LF,2020-10,5.204149,2020,10
JPN,HUR,WOMEN,PC_LF,2020-01,2.2,2020,1
JPN,HUR,WOMEN,PC_LF,2020-02,2.2,2020,2
JPN,HUR,WOMEN,PC_LF,2020-03,2.2,2020,3
JPN,HUR,WOMEN,PC_LF,2020-04,2.3,2020,4
JPN,HUR,WOMEN,PC_LF,2020-05,2.5,2020,5
JPN,HUR,WOMEN,PC_LF,2020-06,2.5,2020,6
JPN,HUR,WOMEN,PC_LF,2020-07,2.7,2020,7
JPN,HUR,WOMEN,PC_LF,2020-08,2.9,2020,8
JPN,HUR,WOMEN,PC_LF,2020-09,2.7,2020,9
JPN,HUR,WOMEN,PC_LF,2020-10,2.7,2020,10
